expcode,impcode,trade,tradeALLind,trade1985,tradeChemicals,tradeFood,tradeMachines,tradeMetals,tradeMinerals,tradeOther,tradeTextiles,tradeVehicles,tradeWoodPaper,border,ln_distance,islands,landlock,legalsystem_same,common_lang,colonial,cu,fta,religion_same_recoded,constant
AFGHANISTAN,AFGHANISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFGHANISTAN,ALBANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8222203,0,0,0,0,0,0,0,.203565,1
AFGHANISTAN,ALGERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1303759,0,0,1,0,0,0,0,.98406303,1
AFGHANISTAN,ANGOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1752739,0,0,1,0,0,0,0,0,1
AFGHANISTAN,ARGENTINA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9792247,0,0,1,0,0,0,0,.001986,1
AFGHANISTAN,AUSTRALIA,1,1,1,0,0,0,0,0,0,1,0,0,0,4.5074058,0,0,0,0,0,0,0,.001986,1
AFGHANISTAN,AUSTRIA,1,1,1,1,0,1,1,0,1,1,0,0,0,3.9818847,0,1,0,0,0,0,0,.0059580002,1
AFGHANISTAN,BAHAMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9506817,0,0,0,0,0,0,0,0,1
AFGHANISTAN,BAHRAIN,1,1,0,0,0,0,0,0,0,1,0,0,0,2.7760971,0,0,0,0,0,0,0,.94335002,1
AFGHANISTAN,BANGLADESH,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2798076,0,0,0,0,0,0,0,.85298705,1
AFGHANISTAN,BARBADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8370972,0,0,0,0,0,0,0,.001986,1
AFGHANISTAN,BELGIUM-LUX.,1,1,1,1,0,0,0,0,0,1,0,1,0,4.1518798,0,0,1,0,0,0,0,.010923001,1
AFGHANISTAN,BELIZE,1,1,1,0,1,0,0,0,0,0,0,0,0,5.0405474,0,0,0,0,0,0,0,0,1
AFGHANISTAN,BENIN,0,0,0,0,0,0,0,0,0,0,0,0,0,4.204783,0,0,1,0,0,0,0,.15093601,1
AFGHANISTAN,BERMUDA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8656225,0,0,0,0,0,0,0,0,1
AFGHANISTAN,BHUTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2614138,0,1,0,0,0,0,0,.049650002,1
AFGHANISTAN,BOLIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9365144,0,1,1,0,0,0,0,0,1
AFGHANISTAN,BRAZIL,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8478932,0,0,1,0,0,0,0,.00099299999,1
AFGHANISTAN,BRUNEI,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0476518,0,0,0,0,0,0,0,.63750601,1
AFGHANISTAN,BULGARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7191918,0,0,0,0,0,0,0,.10525801,1
AFGHANISTAN,BURKINA FASO,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2473717,0,1,1,0,0,0,0,.42699,1
AFGHANISTAN,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9233439,0,1,1,0,0,0,0,.0089370003,1
AFGHANISTAN,CAMBODIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8004513,0,0,0,0,0,0,0,.023832001,1
AFGHANISTAN,CAMEROON,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0856586,0,0,1,0,0,0,0,.21846001,1
AFGHANISTAN,CANADA,1,1,1,1,0,0,0,0,0,1,0,0,0,5.0892129,0,0,0,0,0,0,0,.0059580002,1
AFGHANISTAN,CENTRAL AFR. REP.,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9339359,0,1,1,0,0,0,0,.031776,1
AFGHANISTAN,CHILE,1,1,0,1,0,0,0,0,0,0,0,0,0,5.0098567,0,0,1,0,0,0,0,0,1
AFGHANISTAN,CHINA,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6901278,0,0,0,0,0,0,0,.023832001,1
AFGHANISTAN,COLOMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9418974,0,0,1,0,0,0,0,.001986,1
AFGHANISTAN,CONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1020627,0,0,1,0,0,0,0,.003972,1
AFGHANISTAN,COSTA RICA,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0157204,0,0,1,0,0,0,0,0,1
AFGHANISTAN,COTE D'IVOIRE,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3085194,0,0,1,0,0,0,0,.23832001,1
AFGHANISTAN,CUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9798689,0,0,0,0,0,0,0,0,1
AFGHANISTAN,CYPRUS,1,1,1,0,0,0,1,0,1,1,0,0,0,3.4676852,0,0,0,0,0,0,0,.183705,1
AFGHANISTAN,CZECHOSLOVAKIA,1,1,1,0,1,0,0,0,0,1,0,0,0,3.9561772,0,1,0,0,0,0,0,0,1
AFGHANISTAN,DENMARK (includes FAROE ISLDS),1,1,1,1,1,0,0,0,0,1,0,0,0,4.0879145,0,0,0,0,0,0,0,.001986,1
AFGHANISTAN,DOMINICAN RP,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9154973,0,0,1,0,0,0,0,0,1
AFGHANISTAN,ECUADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9886303,0,0,1,0,0,0,0,0,1
AFGHANISTAN,EGYPT,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5698302,0,0,1,0,0,0,0,.81227404,1
AFGHANISTAN,EL SALVADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0441051,0,0,1,0,0,0,0,0,1
AFGHANISTAN,ETHIOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6054091,0,1,1,0,0,0,0,.311802,1
AFGHANISTAN,FIJI,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7978354,0,0,0,0,0,0,0,.077454001,1
AFGHANISTAN,FINLAND,1,1,1,0,0,0,0,0,0,1,0,0,0,3.9084101,0,0,0,0,0,0,0,0,1
AFGHANISTAN,FM USSR,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7888169,0,0,0,0,0,0,0,.099300005,1
AFGHANISTAN,"FM YUGOSLAVIA (includes CROATIA, SLOVENIA)",0,1,1,0,1,0,0,0,0,0,0,0,0,3.814502,0,0,0,0,0,0,0,.18867001,1
AFGHANISTAN,FRANCE,1,1,1,1,1,1,1,0,1,1,0,1,0,4.1639838,0,0,1,0,0,0,0,.029790001,1
AFGHANISTAN,GABON,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1459689,0,0,1,0,0,0,0,.007944,1
AFGHANISTAN,GAMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4293032,0,0,0,0,0,0,0,.84206408,1
AFGHANISTAN,GERMANY,1,1,1,1,1,1,1,1,1,1,1,1,0,4.0416641,0,0,0,0,0,0,0,.0001986,1
AFGHANISTAN,GHANA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2698684,0,0,0,0,0,0,0,.155901,1
AFGHANISTAN,GREECE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7708416,0,0,1,0,0,0,0,.014895,1
AFGHANISTAN,GUATEMALA,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0513496,0,0,1,0,0,0,0,0,1
AFGHANISTAN,GUINEA-BISSAU (includes CAPE VERDE),0,0,0,0,0,0,0,0,0,0,0,0,0,4.4519753,0,0,1,0,0,0,0,.380319,1
AFGHANISTAN,HAITI,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9281807,0,0,1,0,0,0,0,0,1
AFGHANISTAN,HONDURAS,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0275946,0,0,1,0,0,0,0,.00099299999,1
AFGHANISTAN,HONG KONG,1,1,1,0,0,0,0,0,1,1,0,0,0,3.9185655,0,0,0,0,0,0,0,.0049650003,1
AFGHANISTAN,HUNGARY,1,0,1,0,0,0,0,0,0,0,0,0,0,3.8528564,0,1,0,0,0,0,0,0,1
AFGHANISTAN,ICELAND,0,0,0,0,0,0,0,0,0,0,0,0,0,4.488131,0,0,0,0,0,0,0,0,1
AFGHANISTAN,INDIA,1,1,1,1,0,1,0,0,1,0,0,1,0,2.8731017,0,0,0,0,0,0,0,.11518801,1
AFGHANISTAN,INDONESIA (includes MACAU),0,0,0,0,0,0,0,0,0,0,0,0,0,4.2024598,0,0,1,0,0,0,0,.43096203,1
AFGHANISTAN,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4883668,0,0,1,0,0,0,0,.97214705,1
AFGHANISTAN,IRAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0445225,0,0,1,0,0,0,0,.95129406,1
AFGHANISTAN,IRELAND,1,1,1,0,0,0,0,0,0,1,0,0,0,4.3266482,0,0,0,0,0,0,0,0,1
AFGHANISTAN,ISRAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4107242,0,0,0,0,0,0,0,.079440005,1
AFGHANISTAN,ITALY,1,1,1,1,1,1,1,1,1,1,0,1,0,3.9719012,0,0,1,0,0,0,0,.00099299999,1
AFGHANISTAN,JAMAICA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9646707,0,0,0,0,0,0,0,.00099299999,1
AFGHANISTAN,JAPAN,1,1,1,1,1,1,1,0,1,1,1,1,0,4.2913032,0,0,0,0,0,0,0,0,1
AFGHANISTAN,JORDAN,1,1,1,0,1,1,1,0,0,0,0,0,0,3.3696682,0,0,1,0,0,0,0,.92349005,1
AFGHANISTAN,KENYA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7345419,0,0,0,0,0,0,0,.059580002,1
AFGHANISTAN,"KIRIBATI (includes SOLOMON ISLDS, TONGA, TUVALU)",0,0,0,0,0,0,0,0,0,0,0,0,0,4.7231607,0,0,0,0,0,0,0,0,1
AFGHANISTAN,KOREA RP (SOUTH),1,1,0,0,0,0,0,0,1,0,0,0,0,4.1372104,0,0,0,0,0,0,0,0,1
AFGHANISTAN,KUWAIT,0,1,0,0,1,0,0,0,0,1,0,0,0,2.9737728,0,0,1,0,0,0,0,.94434303,1
AFGHANISTAN,LAOS P.DEM.R,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7546678,0,1,0,0,0,0,0,.0099300006,1
AFGHANISTAN,LEBANON,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3734345,0,0,1,0,0,0,0,.37138203,1
AFGHANISTAN,LIBERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3703685,0,0,0,0,0,0,0,.21051602,1
AFGHANISTAN,LIBY ARAB JM,1,1,0,1,0,0,0,0,0,0,1,1,0,3.8849006,0,0,1,0,0,0,0,.97413301,1
AFGHANISTAN,MADAGASCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0248733,0,0,1,0,0,0,0,.016881,1
AFGHANISTAN,MALAWI,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0233145,0,1,0,0,0,0,0,.16086601,1
AFGHANISTAN,MALAYSIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.033339,0,0,0,0,0,0,0,.49054202,1
AFGHANISTAN,MALDIVES,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4277372,0,0,0,0,0,0,0,.99200702,1
AFGHANISTAN,MALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9218986,0,0,1,0,0,0,0,0,1
AFGHANISTAN,MAURITIUS,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9853039,0,0,1,0,0,0,0,.162852,1
AFGHANISTAN,MEXICO,1,0,1,0,0,0,0,0,0,0,0,0,0,5.1197834,0,0,1,0,0,0,0,0,1
AFGHANISTAN,MONGOLIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.739085,0,1,0,0,0,0,0,.013902,1
AFGHANISTAN,MOROCCO,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2485971,0,0,1,0,0,0,0,.98704207,1
AFGHANISTAN,MOZAMBIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0840397,0,0,1,0,0,0,0,.12909001,1
AFGHANISTAN,MYANMAR (BURMA),0,0,0,0,0,0,0,0,0,0,0,0,0,3.5491879,0,0,0,0,0,0,0,.035748001,1
AFGHANISTAN,NEPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9779186,0,1,0,0,0,0,0,.029790001,1
AFGHANISTAN,NETHERLANDS,1,1,1,1,1,1,1,1,1,1,1,1,0,4.1331868,0,0,1,0,0,0,0,.0099300006,1
AFGHANISTAN,NEW ZEALAND,1,1,1,0,0,0,0,0,0,1,0,0,0,4.8808756,0,0,0,0,0,0,0,0,1
AFGHANISTAN,NICARAGUA,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0194459,0,0,1,0,0,0,0,0,1
AFGHANISTAN,NIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0856586,0,1,1,0,0,0,0,.87284702,1
AFGHANISTAN,NIGERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.118475,0,0,0,0,0,0,0,.44685,1
AFGHANISTAN,NORWAY,1,0,1,0,0,0,0,0,0,0,0,0,0,4.1299877,0,0,0,0,0,0,0,.00099299999,1
AFGHANISTAN,OMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6687691,0,0,1,0,0,0,0,.98207706,1
AFGHANISTAN,PAKISTAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1.7631803,0,0,0,0,0,0,0,.96122408,1
AFGHANISTAN,PANAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9902477,0,0,1,0,0,0,0,.044685002,1
AFGHANISTAN,PAPUA N.GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5086813,0,0,0,0,0,0,0,0,1
AFGHANISTAN,PARAGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9063711,0,1,1,0,0,0,0,0,1
AFGHANISTAN,PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9932246,0,0,1,0,0,0,0,0,1
AFGHANISTAN,PHILIPPINES,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1011043,0,0,1,0,0,0,0,.042699002,1
AFGHANISTAN,POLAND,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8886869,0,0,0,0,0,0,0,0,1
AFGHANISTAN,PORTUGAL,1,1,0,0,0,0,0,0,0,1,0,0,0,4.2944078,0,0,1,0,0,0,0,0,1
AFGHANISTAN,QATAR,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7512665,0,0,1,0,0,0,0,.91753203,1
AFGHANISTAN,ROMANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.739085,0,0,0,0,0,0,0,.011916,1
AFGHANISTAN,RWANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9019217,0,0,1,0,0,0,0,.085398003,1
AFGHANISTAN,SAUDI ARABIA,1,1,1,0,1,0,0,0,0,1,0,0,0,3.0699422,0,0,0,0,0,0,0,.98108405,1
AFGHANISTAN,SENEGAL,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3975639,0,0,1,0,0,0,0,.90363002,1
AFGHANISTAN,SIERRA LEONE,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3861113,0,0,0,0,0,0,0,.39124203,1
AFGHANISTAN,SINGAPORE,1,1,1,0,1,1,0,0,1,1,1,0,0,3.9132431,0,0,0,0,0,0,0,.172782,1
AFGHANISTAN,SOMALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3328419,0,0,0,0,0,0,0,.99101406,1
AFGHANISTAN,SOUTH AFRICA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3085194,0,0,0,0,0,0,0,.012909,1
AFGHANISTAN,SPAIN,1,1,1,0,0,0,0,0,0,1,0,0,0,4.2392263,0,0,1,0,0,0,0,0,1
AFGHANISTAN,SRI LANKA,0,1,1,0,0,1,0,0,0,0,0,0,0,3.4186664,0,0,0,0,0,0,0,.071496002,1
AFGHANISTAN,SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6726825,0,0,0,0,0,0,0,.72488999,1
AFGHANISTAN,SURINAM,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8237166,0,0,1,0,0,0,0,.12909001,1
AFGHANISTAN,SWEDEN,1,1,1,1,1,1,0,0,1,1,0,1,0,4.0570126,0,0,0,0,0,0,0,.00099299999,1
AFGHANISTAN,SWITZERLAND,1,1,1,0,1,1,1,0,1,1,0,1,0,4.0723395,0,1,0,0,0,0,0,.0029790001,1
AFGHANISTAN,SYRN ARAB RP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2985728,0,1,1,0,0,0,0,.88972801,1
AFGHANISTAN,THAILAND,1,1,1,0,0,0,0,0,1,0,0,0,0,3.6726825,0,0,0,0,0,0,0,.038727,1
AFGHANISTAN,TRINIDAD-TOBAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8512974,0,0,0,0,0,0,0,.064545006,1
AFGHANISTAN,TUNISIA,1,1,1,1,0,0,0,0,0,1,1,0,0,4.0255113,0,0,1,0,0,0,0,.98704207,1
AFGHANISTAN,TURKEY,1,0,1,0,0,0,0,0,0,0,0,0,0,3.4208076,0,0,1,0,0,0,0,.98505598,1
AFGHANISTAN,UGANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8279321,0,1,0,0,0,0,0,.065538004,1
AFGHANISTAN,UNITED KINGDOM,1,1,1,1,0,1,1,0,1,1,0,1,0,4.2515473,0,0,0,0,0,0,0,.013902,1
AFGHANISTAN,UNTD ARAB EM,1,0,1,0,0,0,0,0,0,0,0,0,0,2.6541338,0,0,0,0,0,0,0,.94235706,1
AFGHANISTAN,UNTD RP TANZANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.895968,0,0,0,0,0,0,0,.322725,1
AFGHANISTAN,URUGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9260182,0,0,1,0,0,0,0,0,1
AFGHANISTAN,USA,1,1,1,1,1,1,1,1,1,1,1,1,0,5.0880723,0,0,0,0,0,0,0,.007944,1
AFGHANISTAN,VENEZUELA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8930836,0,0,1,0,0,0,0,0,1
AFGHANISTAN,VIETNAM,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7928944,0,0,0,0,0,0,0,.0099300006,1
AFGHANISTAN,ZAMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0843849,0,1,0,0,0,0,0,.0029790001,1
AFGHANISTAN,ZIMBABWE,0,0,0,0,0,0,0,0,0,0,0,0,0,4.151257,0,1,0,0,0,0,0,.0089370003,1
ALBANIA,AFGHANISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8222203,0,0,0,0,0,0,0,.203565,1
ALBANIA,ALBANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALBANIA,ALGERIA,1,1,1,1,1,1,1,1,0,0,1,0,0,3.0634346,0,0,0,0,0,0,0,.203155,1
ALBANIA,ANGOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9800746,0,0,0,0,0,0,0,0,1
ALBANIA,ARGENTINA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7239299,0,0,0,0,0,0,0,.00041000001,1
ALBANIA,AUSTRALIA,1,1,1,1,0,1,1,0,1,1,0,0,0,4.8819118,0,0,0,0,0,0,0,.00041000001,1
ALBANIA,AUSTRIA,1,1,1,1,1,1,1,0,1,1,0,1,0,2.2187042,0,0,0,0,0,0,0,.0012300001,1
ALBANIA,BAHAMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5793428,0,0,0,0,0,0,0,0,1
ALBANIA,BAHRAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5273554,0,0,0,0,0,0,0,.19475,1
ALBANIA,BANGLADESH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2771482,0,0,0,0,0,0,0,.17609501,1
ALBANIA,BARBADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4339423,0,0,0,0,0,0,0,.00041000001,1
ALBANIA,BELGIUM-LUX.,1,1,1,1,0,1,1,0,1,1,0,1,0,2.9328008,0,0,0,0,0,0,0,.0022549999,1
ALBANIA,BELIZE,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7123475,0,0,0,0,0,0,0,0,1
ALBANIA,BENIN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5878644,0,0,0,0,0,0,0,.031159999,1
ALBANIA,BERMUDA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4449072,0,0,0,0,0,0,0,0,1
ALBANIA,BHUTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2736187,0,0,0,0,0,0,0,.01025,1
ALBANIA,BOLIVIA,1,1,1,1,0,0,0,0,0,1,0,0,0,4.6337857,0,0,0,0,0,0,0,0,1
ALBANIA,BRAZIL,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5075274,0,0,0,0,0,0,0,.000205,1
ALBANIA,BRUNEI,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6196599,0,0,0,0,0,0,0,.13160999,1
ALBANIA,BULGARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6836479,0,0,1,0,0,0,0,.02173,1
ALBANIA,BURKINA FASO,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572598,0,0,0,0,0,0,0,.088150002,1
ALBANIA,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8201218,0,0,0,0,0,0,0,.001845,1
ALBANIA,CAMBODIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4941607,0,0,1,0,0,0,0,.0049200002,1
ALBANIA,CAMEROON,1,1,0,1,1,0,0,0,0,1,1,0,0,3.580811,0,0,0,0,0,0,0,.0451,1
ALBANIA,CANADA,1,1,1,0,0,0,0,0,0,1,0,0,0,4.7583976,0,0,0,0,0,0,0,.0012300001,1
ALBANIA,CENTRAL AFR. REP.,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5267928,0,0,0,0,0,0,0,.0065600001,1
ALBANIA,CHILE,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7485862,0,0,0,0,0,0,0,0,1
ALBANIA,CHINA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4451365,0,0,1,0,0,0,0,.0049200002,1
ALBANIA,COLOMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5967498,0,0,0,0,0,0,0,.00041000001,1
ALBANIA,CONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7447062,0,0,0,0,0,0,0,.00082000002,1
ALBANIA,COSTA RICA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6869521,0,0,0,0,0,0,0,0,1
ALBANIA,COTE D'IVOIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7232926,0,0,0,0,0,0,0,.049199998,1
ALBANIA,CUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6238303,0,0,1,0,0,0,0,0,1
ALBANIA,CYPRUS,1,1,0,1,0,1,0,0,1,1,0,1,0,2.661505,0,0,0,0,0,0,0,.037925001,1
ALBANIA,CZECHOSLOVAKIA,1,1,1,1,1,0,1,0,1,1,0,0,0,2.2863882,0,0,1,0,0,0,0,0,1
ALBANIA,DENMARK (includes FAROE ISLDS),1,1,1,1,0,0,0,0,1,1,0,1,0,2.8919125,0,0,0,0,0,0,0,.00041000001,1
ALBANIA,DOMINICAN RP,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5357943,0,0,0,0,0,0,0,0,1
ALBANIA,ECUADOR,1,1,0,1,0,1,1,1,1,0,0,0,0,4.6687179,0,0,0,0,0,0,0,0,1
ALBANIA,EGYPT,0,1,1,0,0,1,0,0,0,0,0,1,0,2.8451798,0,0,0,0,0,0,0,.16769001,1
ALBANIA,EL SALVADOR,0,0,1,0,0,0,0,0,0,0,0,0,0,4.7207603,0,0,0,0,0,0,0,0,1
ALBANIA,ETHIOPIA,1,1,1,1,0,0,0,0,0,0,0,0,0,3.6267352,0,0,0,0,0,0,0,.064369999,1
ALBANIA,FIJI,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1110797,0,0,0,0,0,0,0,.01599,1
ALBANIA,FINLAND,1,1,0,1,0,1,0,0,0,0,0,1,0,3.1684129,0,0,0,0,0,0,0,0,1
ALBANIA,FM USSR,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4094629,0,0,1,0,0,0,0,.020500001,1
ALBANIA,"FM YUGOSLAVIA (includes CROATIA, SLOVENIA)",1,1,1,1,1,1,1,1,1,1,0,1,1,1.1512926,0,0,1,0,0,0,0,.03895,1
ALBANIA,FRANCE,1,1,1,1,1,1,1,0,1,1,0,1,0,2.927536,0,0,0,0,0,0,0,.0061499998,1
ALBANIA,GABON,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7565989,0,0,0,0,0,0,0,.00164,1
ALBANIA,GAMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8237035,0,0,0,0,0,0,0,.17384,1
ALBANIA,GERMANY,1,1,1,1,1,1,1,1,1,1,1,1,0,2.5992484,0,0,0,0,0,0,0,.000040999999,1
ALBANIA,GHANA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6803699,0,0,0,0,0,0,0,.032184999,1
ALBANIA,GREECE,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0397208,0,0,0,0,0,0,0,.0030749999,1
ALBANIA,GUATEMALA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7288079,0,0,0,0,0,0,0,0,1
ALBANIA,GUINEA-BISSAU (includes CAPE VERDE),0,0,0,0,0,0,0,0,0,0,0,0,0,3.9589503,0,0,0,0,0,0,0,.078515001,1
ALBANIA,HAITI,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5538678,0,0,0,0,0,0,0,0,1
ALBANIA,HONDURAS,0,1,0,0,0,1,1,0,0,0,0,0,0,4.6970906,0,0,0,0,0,0,0,.000205,1
ALBANIA,HONG KONG,0,0,0,0,0,0,0,0,0,0,0,0,0,4.564507,0,0,0,0,0,0,0,.001025,1
ALBANIA,HUNGARY,1,0,1,0,0,0,0,0,0,0,0,0,0,1.7917595,0,0,1,0,0,0,0,0,1
ALBANIA,ICELAND,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8054264,0,0,0,0,0,0,0,0,1
ALBANIA,INDIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1066909,0,0,0,0,0,0,0,.023780001,1
ALBANIA,INDONESIA (includes MACAU),0,0,0,0,0,0,0,0,0,0,0,0,0,4.7011409,0,0,0,0,0,0,0,.088970006,1
ALBANIA,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5323794,0,0,0,0,0,0,0,.20069501,1
ALBANIA,IRAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2307341,0,0,0,0,0,0,0,.19639,1
ALBANIA,IRELAND,1,1,0,0,0,0,0,0,0,1,0,0,0,3.4165158,0,0,0,0,0,0,0,0,1
ALBANIA,ISRAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8647454,0,0,0,0,0,0,0,.0164,1
ALBANIA,ITALY,1,1,1,1,1,1,1,1,1,1,1,1,0,2.0011351,0,0,0,0,0,0,0,.000205,1
ALBANIA,JAMAICA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6063595,0,0,0,0,0,0,0,.000205,1
ALBANIA,JAPAN,1,1,1,0,0,1,1,0,1,1,0,0,0,4.7715816,0,0,0,0,0,0,0,0,1
